"","tripid","ox","oy","oz","departure","dx","dy","dz","arrival","tdistance","ttime","dow","timestamp","uid","id","stayindestination","dtrips","home"
"140","73",718887.70475934,9676534.1545676,2618,17.45722,718889.721237523,9676555.34173943,2624,17.46361,0.034560030189443,0.00638999999999967,1,1686504469,"614820f9e6",140,1283.004,21,"N"
"141","74",718882.983702445,9676555.91761219,2649.7,17.81167,718893.250734967,9676557.93461691,2649.7,17.81361,0.0207387390644622,0.00194000000000116,1,1686505729,"614820f9e6",141,3076.99200000001,21,"N"
"142","75",718881.085535864,9676557.8011197,2584.9,18.14778,717001.621537614,9677058.21996615,2616.7,18.66639,3.79674218012988,0.518609999999999,1,1686508799,"614820f9e6",142,15.73639,33,"Y"
"143","76",717007.758087761,9676954.92225049,2617.8,9.59306,722320.913340328,9677183.3936355,2535.4,9.88417,7.45260544956149,0.29111,2,1686563583,"614820f9e6",143,10048.968,12,"N"
"144","77",722320.914760759,9677196.69890422,2535.4,12.10667,722404.363881183,9677280.66239901,2531.3,12.38444,0.60927653816673,0.27777,2,1686572584,"614820f9e6",144,3426.984,8,"N"
"145","78",722372.281701946,9677286.34903119,2531.5,12.68806,722184.389861802,9677168.87115166,2544.9,13.05861,0.442468440418997,0.37055,2,1686575011,"614820f9e6",145,5623.992,66,"N"
"146","79",722265.383454778,9677235.27563151,2535.7,13.98972,722342.098510626,9677284.35658359,2533.3,14.25028,1.5711894503676,0.26056,2,1686579301,"614820f9e6",146,5923.008,6,"N"
"147","8",722230.79210701,9677218.13870629,2537.5,15.60222,722186.069077495,9677200.21239883,2538.2,15.635,0.0595739498404204,0.0327799999999989,3,1685461086,"614820f9e6",147,23.36778,66,"N"
"148","80",721451.590612442,9677221.98761261,2579.2,14.45667,717014.917784703,9677043.77495491,2616.7,14.97,7.02143826739282,0.51333,2,1686581892,"614820f9e6",148,2900.988,33,"Y"
"149","81",717004.634087222,9677051.31344746,2617.3,15.25667,717004.95530794,9677063.40120248,2616.1,15.2625,0.0229607666666958,0.00582999999999956,2,1686582945,"614820f9e6",149,7289.99999999999,33,"Y"
"150","82",716940.52936081,9676980.86353428,2618.5,15.79639,718811.7412684,9676905.73335591,2579,17.28167,16.4221367475979,1.48528,2,1686590214,"614820f9e6",150,10767.996,22,"N"
"151","83",718447.288166922,9677215.128864,2601.2,17.57444,718783.732730879,9676906.92158308,2578.6,18.7875,11.1465299162278,1.21306,2,1686595635,"614820f9e6",151,6157.008,22,"N"
"152","84",718493.400720239,9677214.53953589,2578.6,19.04056,718965.742703903,9678039.17779534,2597,19.28472,2.81730419294307,0.244160000000001,2,1686597425,"614820f9e6",152,3542.976,22,"N"
"153","85",718885.327884349,9677208.27983639,2596.5,19.76139,717001.158297152,9677066.80314068,2617.5,20.02472,4.47378309153346,0.26333,2,1686600089,"614820f9e6",153,10.98,33,"Y"
"154","86",716942.463421575,9676986.83244203,2618.2,6.51778,722218.140117895,9677169.5190073,2539.9,6.74139,7.82367176445183,0.22361,3,1686638669,"614820f9e6",154,9109.98,66,"N"
"155","87",722212.081045626,9677182.76868041,2537.8,8.89194,722221.896310423,9677237.01193622,2537.8,9.04833,0.222078207175797,0.15639,3,1686646974,"614820f9e6",155,13746.024,66,"N"
"156","88",722236.816657039,9677235.51442918,2535.7,12.57861,722215.551394069,9677252.10914693,2538.6,12.71028,0.210187333267408,0.13167,3,1686660157,"614820f9e6",156,6014.016,66,"N"
"157","89",722200.129749675,9677184.27197176,2535.7,14.04944,722289.289578888,9677259.26667459,2535.3,14.24917,0.402289629534599,0.199729999999999,3,1686665697,"614820f9e6",157,9300.024,66,"N"
"158","9",722163.353433743,9676957.62808809,2539.3,15.97389,716997.361305901,9677063.81254016,2617,16.63278,6.57773485879409,0.65889,3,1685464678,"614820f9e6",158,23.16889,33,"Y"
"159","90",722261.547869236,9677260.75379558,2535,14.50083,717011.591833018,9677062.30582211,2616.2,15.14278,10.811008213445,0.64195,3,1686668914,"614820f9e6",159,13940.028,33,"Y"
"160","91",717007.967032258,9677068.82631274,2616.4,17.28389,716994.289740002,9677055.9433281,2617.3,18.37306,16.3929544182663,1.08917,3,1686680543,"614820f9e6",160,14.93917,33,"Y"
"161","92",717068.260983316,9677057.88303594,2625,7.11778,722226.10648155,9677178.28654198,2548,8.22306,9.26633056507532,1.10528,4,1686730403,"614820f9e6",161,10476,66,"N"
"162","93",722213.082329383,9677164.27446482,2539.9,9.99667,722214.523037779,9677230.34475811,2538.5,10.02778,0.0958278749651279,0.03111,4,1686736900,"614820f9e6",162,10045.98,66,"N"
"163","94",722286.364195174,9677221.2694618,2535.3,12.5925,722228.783395017,9677207.87853142,2536.2,12.78722,0.549152588002241,0.19472,4,1686746834,"614820f9e6",163,1641.996,66,"N"
"164","95",722246.842143636,9677182.80643037,2538.1,13.01389,722195.376342009,9677175.10056347,2537.5,13.04861,0.170442430440424,0.0347200000000001,4,1686747775,"614820f9e6",164,7566.012,66,"N"
"165","96",722204.987457303,9677189.56111082,2537.8,14.05889,717000.913973002,9677066.98052102,2616.6,15.11556,6.8459657879209,1.05667,4,1686755216,"614820f9e6",165,35137.008,33,"Y"
"166","97",716988.890757835,9677046.10952129,2617.3,23.80833,717005.002398178,9677058.501649,2616.6,23.81917,0.0542563391483361,0.0108399999999982,4,1686786549,"614820f9e6",166,7.08584,33,"Y"
"167","98",717186.69741443,9676885.77530396,2614.2,6.64083,722216.680168497,9677230.26350395,2538.5,6.89417,7.56336717588832,0.25334,5,1686812019,"614820f9e6",167,13793.004,66,"N"
"168","99",722256.423203729,9677224.14300633,2535.7,10.35861,722214.748345639,9677231.98124794,2538.6,10.47222,0.372503265613979,0.11361,5,1686824900,"614820f9e6",168,0,66,"N"
